Continent,Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Component,Energy_type
Europe,Hungary,0.103874905,0.100778592,0.104298191,0.102763401,0.105037228,0.08837773,0.088483993,0.100831953,0.098538432,0.09326435,0.077956034,0.068091934,0.063372046,0.060361532,0.062711932,0.061928466,0.064776235,0.058079258,0.057397983,0.050844934,production,naturalgas
Europe,Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,production,naturalgas
Europe,Ireland,0.029564376,0.024693908,0.030375491,0.020381982,0.01810148,0.016284206,0.015607182,0.013946247,0.009880481,0.008209577,0.00748367,0.006398431,0.005412704,0.004728405,0.10993452,0.126018124,0.121536065,0.095003461,0.073352028,0.055926753,production,naturalgas
Europe,Italy,0.528288704,0.501626797,0.468245222,0.436091974,0.396641023,0.35065104,0.334357652,0.289487614,0.303543361,0.305096105,0.310729315,0.279313335,0.258152687,0.244502985,0.208898511,0.199979338,0.19673132,0.173440992,0.145185322,0.115374665,production,naturalgas
Europe,Kosovo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,production,naturalgas
Europe,Latvia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,production,naturalgas
Europe,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,production,naturalgas
Europe,Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,production,naturalgas
Europe,Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,production,naturalgas
Europe,Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,production,naturalgas
Europe,Netherlands,2.39153798,2.302690914,2.716077886,2.481459682,2.443057268,2.401083271,2.641453936,2.487844281,2.796734802,2.545973449,2.532323133,2.723364356,2.21087716,1.706605431,1.646475037,1.432084749,1.220580217,1.051475243,0.758223338,0.681506359,production,naturalgas
Europe,North Macedonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,production,naturalgas
Europe,Norway,2.578821018,2.892598678,3.17547995,3.29976297,3.31014558,3.373659608,3.734462368,3.902086781,4.001001706,3.800489053,4.284297223,4.058721922,4.048236016,4.359760023,4.334464702,4.616756343,4.52016248,4.285476752,4.175656795,4.282902868,production,naturalgas
Europe,Poland,0.157443311,0.159144434,0.174080702,0.172191879,0.171064447,0.171708593,0.162652061,0.162093943,0.162815336,0.169748356,0.172255148,0.16859085,0.164288503,0.163828024,0.156240489,0.153835989,0.152015943,0.153431927,0.151398254,0.150443866,production,naturalgas
Europe,Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,production,naturalgas
Europe,Romania,0.468280432,0.433505751,0.415050132,0.411119573,0.446511559,0.428797555,0.400070922,0.380452733,0.370993963,0.371764678,0.372255132,0.372710555,0.37551958,0.377969382,0.333138394,0.380944116,0.370347892,0.359248679,0.322856473,0.326059746,production,naturalgas
Europe,Serbia,0,0,0,0,0.006999433,0.003489122,0.003510311,0.006669591,0.012286089,0.018253617,0.019727948,0.021763928,0.021061866,0.021061866,0.019306725,0.017972819,0.016592213,0.015999452,0.015158609,0.013537294,production,naturalgas
Europe,Slovakia,0.006400773,0.007339693,0.006258171,0.00557027,0.007762308,0.004791539,0.003854279,0.003866604,0.00389347,0.004531508,0.005608047,0.004602373,0.003696332,0.00346787,0.003430978,0.005251498,0.002975849,0.002555729,0.002306073,0.002306073,production,naturalgas
Europe,Slovenia,0.000227146,0.000189288,0.000189288,0.000151431,0.000151431,0.000113573,0.000113467,0.000113467,0.000264728,7.57E-05,7.58E-05,0.00011354,0.00011354,0.000113378,0.000188962,0.000302339,0.000589476,0.000381426,0.000184957,0.000174275,production,naturalgas
Europe,Spain,0.020576603,0.008200143,0.013654192,0.006369413,0.002781657,0.000685888,0.000617765,0.000543851,0.001965707,0.002004546,0.002283207,0.002236187,0.000917441,0.00238745,0.002079394,0.00138627,0.003685713,0.005121421,0.002233402,0.00182382,production,naturalgas
Europe,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,production,naturalgas
Europe,Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,production,naturalgas
Europe,Turkiye,0.013722844,0.020330139,0.024977028,0.032564527,0.032854957,0.032419311,0.0369569,0.024855968,0.024769444,0.027575882,0.022958294,0.019516446,0.017398537,0.013822309,0.013314407,0.012842783,0.01551466,0.01703113,0.015998125,0.014272959,production,naturalgas
Europe,United Kingdom,3.907043948,3.871869502,3.65164163,3.329982722,3.021800018,2.719237343,2.628972203,2.241563121,2.269289811,1.797101621,1.544989747,1.449286722,1.459351479,1.57413737,1.586435511,1.602327803,1.553861025,1.494411351,1.49736098,1.236765273,production,naturalgas
Eurasia,Armenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,production,naturalgas
Eurasia,Azerbaijan,0.187146545,0.187506758,0.184005276,0.213754632,0.250482232,0.375664019,0.566454013,0.567193509,0.57828595,0.567563257,0.594924612,0.617479244,0.647059088,0.66554649,0.646393704,0.6266863,0.664261666,0.853190222,0.908651959,1.160078497,production,naturalgas
Eurasia,Belarus,0.006958114,0.005859465,0.006598255,0.006304999,0.006231685,0.005865115,0.005571859,0.005498546,0.000989738,0.00109865,0.000732433,0.001391623,0.00109865,0.00109865,0.000805679,0.002160669,0.002306458,0.002525143,0.002452248,0.00270738,production,naturalgas
Eurasia,Former U.S.S.R.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,production,naturalgas
Eurasia,Georgia,0.000473786,0.000728902,0.000707006,0.000530255,0.000353503,0.000330195,0.000257376,0.00032172,0.000165981,9.96E-05,6.64E-05,0.000199177,3.32E-05,0.000331961,0.000211248,0.000244444,0.000299651,0.000299651,0.000202514,0.000373315,production,naturalgas
Eurasia,Kazakhstan,0.484369946,0.266070697,0.331627026,0.447764889,0.505445584,0.649108064,0.735419336,0.696796027,0.708996653,0.768281357,0.786026438,0.792479195,0.81264406,0.854990276,0.857531027,0.903864934,0.95548655,0.935362896,0.854890552,0.805923109,production,naturalgas
Eurasia,Kyrgyzstan,0.000369748,0.00099832,0.001072269,0.001109244,0.000961345,0.000680336,0.001109244,0.000569412,0.000443698,0.000369748,0.000221849,0.001183194,0.001257143,0.001109244,0.001005253,0.001005253,0.001052686,0.000944792,0.000871194,0.000863834,production,naturalgas
Eurasia,Moldova,0,0,0,0,0.00184874,0,0,0,0,0,0,0,0,0,0.000349972,0.000349972,0.000349693,2.28E-06,3.50E-07,3.48E-07,production,naturalgas
Eurasia,Russia,19.86174223,20.69198728,21.53700814,21.77614719,22.30152845,22.15659569,22.07439,19.804878,22.01564858,22.78560386,22.30732576,22.71494914,22.02651853,22.09101361,22.31554878,24.11878687,25.3247262,25.71363915,24.17020636,26.61295669,production,naturalgas
Eurasia,Tajikistan,0.000739496,0.001478992,0.001442017,0.001515967,0.001331093,0.000739496,0.001109244,0.001405043,0.001515967,0.000702521,0.000554622,0.000480672,0.000443698,0.000739496,0.000702356,0.000701531,0.000679452,0.000673637,0.000683131,0.000683131,production,naturalgas
Eurasia,Turkmenistan,1.978152068,2.185210976,2.165614329,2.329412715,2.174118534,2.36638752,2.36638752,1.280067749,1.534454408,2.253614365,2.44033713,2.66218596,2.81008518,2.963974318,2.818664569,2.863763202,3.008750904,3.091916438,2.944720802,3.217032729,production,naturalgas
Eurasia,Ukraine,0.680336412,0.721008698,0.709916256,0.717311217,0.721008698,0.662474085,0.667771335,0.683285215,0.667072098,0.667072098,0.667072098,0.687286404,0.677179251,0.64011969,0.664034311,0.664674425,0.674442756,0.665006811,0.65350433,0.637242164,production,naturalgas
Eurasia,Uzbekistan,2.072315984,2.064450521,2.14989315,2.14378754,2.253329373,2.341286077,2.427877998,2.20549012,2.158871989,2.264103979,2.201970415,2.141632619,2.134808701,2.000485274,1.85431102,1.871628604,2.00357356,2.008251047,1.649932285,1.784809793,production,naturalgas
Africa,Algeria,0.000569688,0.00265275,0.002483968,0.005489451,0.002142504,0.002214016,0.00275912,0.00295728,0.001679008,0.004829824,0.005861856,0.003119907,0.00238701,0.002059499,0.003063362,0.005854309,0.00711778,0.007453485,0.006325333,0.007955883,production,neuclear_renewables
Africa,Angola,0.011515836,0.012443625,0.017357728,0.021967803,0.026166322,0.024433248,0.030576962,0.02989488,0.035863056,0.038650248,0.035665968,0.045167094,0.04796844,0.047498943,0.054748262,0.071806122,0.091140144,0.09877426,0.106784956,0.102802014,production,neuclear_renewables
Africa,Benin,2.03E-05,2.03E-05,1.00E-05,1.00E-05,9.92E-06,9.88E-06,9.85E-06,9.76E-06,9.76E-06,9.72E-06,9.52E-06,1.91E-05,1.90E-05,5.59E-05,9.23E-05,5.53E-05,4.64E-05,7.18E-05,6.19E-05,7.07E-05,production,neuclear_renewables
Africa,Botswana,0,0,0,0,0,0,0,0,0,0,9.52E-06,1.91E-05,2.85E-05,2.80E-05,4.62E-05,4.61E-05,5.46E-05,5.34E-05,5.26E-05,5.26E-05,production,neuclear_renewables
Africa,Burkina Faso,0.000651072,0.000972,0.001006047,0.000994581,0.000792141,0.001090235,0.001326082,0.001278306,0.001190232,0.00087444,0.001008696,0.001106756,0.00096051,0.000987814,0.00143096,0.001455654,0.002066608,0.00190567,0.001859876,0.002054882,production,neuclear_renewables
Africa,Burundi,0.001281798,0.0010125,0.00090144,0.000949905,0.000912548,0.001146544,0.001093794,0.0011712,0.001433156,0.00131166,0.001398852,0.001412068,0.0014265,0.001369893,0.00143096,0.0018426,0.001491126,0.002074865,0.002051022,0.002051022,production,neuclear_renewables
Africa,Cabo Verde,6.10E-05,5.06E-05,6.01E-05,6.00E-05,6.94E-05,6.92E-05,5.91E-05,6.83E-05,3.90E-05,0.0002429,0.000675636,0.000791903,0.0008559,0.000792115,0.000766256,0.000690975,0.000810256,0.000739115,0.000640429,0.000640429,production,neuclear_renewables
Africa,Cameroon,0.03204495,0.035366625,0.038872096,0.037336266,0.038217907,0.037648156,0.04128826,0.03880576,0.04115471,0.042323187,0.040133159,0.04135327,0.041247438,0.040308496,0.040078605,0.046572636,0.045454178,0.0477308,0.047851451,0.04404046,production,neuclear_renewables
Africa,Central African Republic,0.000834186,0.000840375,0.001241984,0.001329867,0.001378741,0.001344224,0.001340144,0.0013176,0.00130828,0.001421451,0.00142169,0.001310933,0.001601484,0.00156932,0.001563901,0.001385635,0.0013656,0.00133575,0.00131595,0.00131595,production,neuclear_renewables
Africa,Chad,0,0,0,0,0,0,0,0,0,0,8.56E-05,8.68E-05,8.65E-05,8.67E-05,0.000168946,0.000168598,0.000172976,0.000169195,0.000166687,0.000166687,production,neuclear_renewables
Africa,Comoros,3.05E-05,4.05E-05,5.01E-05,5.00E-05,4.96E-05,4.94E-05,4.93E-05,4.88E-05,4.88E-05,4.86E-05,2.85E-05,1.91E-05,1.90E-05,1.86E-05,1.85E-05,3.69E-06,3.64E-06,3.56E-06,0,0,production,neuclear_renewables
Africa,Congo-Brazzaville,0.003987816,0.003432375,0.003275232,0.003509649,0.003780242,0.003281488,0.003655834,0.00319152,0.004156056,0.0076086,0.009298084,0.009171763,0.008961273,0.010139072,0.010312144,0.010981896,0.009972048,0.00755046,0.007908421,0.007906403,production,neuclear_renewables
Africa,Congo-Kinshasa,0.061536477,0.06174225,0.070182112,0.073182681,0.073846955,0.076521928,0.072998432,0.07536672,0.075521196,0.075133828,0.071466112,0.077740068,0.08305083,0.082268132,0.083208016,0.086731182,0.095288108,0.09862666,0.104816497,0.096801282,production,neuclear_renewables
Africa,Côte d’Ivoire,0.017416176,0.01836675,0.017337696,0.014229577,0.014830889,0.017585613,0.018517637,0.02059848,0.015648624,0.017080728,0.016871868,0.015189272,0.01804047,0.012506098,0.014020731,0.018734912,0.026760116,0.03086473,0.029521145,0.029047403,production,neuclear_renewables
Africa,Djibouti,0,0,0,0,0,0,0,0,0,0,4.76E-06,4.77E-06,4.76E-06,4.66E-06,4.62E-06,4.61E-06,9.10E-06,8.91E-06,8.77E-06,1.07E-05,production,neuclear_renewables
Africa,Egypt,0.134834977,0.137519775,0.133875859,0.133948604,0.136338639,0.163344961,0.155468529,0.139265821,0.146815911,0.145688931,0.139514076,0.14292418,0.14924043,0.148675326,0.145985616,0.145965097,0.160494507,0.187975645,0.185610361,0.204968985,production,neuclear_renewables
Africa,Equatorial Guinea,0.000142422,0.00014175,0.000140224,0.000139986,0.000138866,0.000138376,0.000512408,0.00050752,0.000273168,0.000272048,0.00076128,0.002394791,0.00360429,0.004351973,0.004348272,0.004035294,0.004033072,0.00398944,0.004290523,0.00386012,production,neuclear_renewables
Africa,Eritrea,1.02E-05,1.01E-05,1.00E-05,1.00E-05,1.98E-05,1.98E-05,3.94E-05,3.90E-05,3.90E-05,4.86E-05,4.76E-05,5.72E-05,5.71E-05,6.52E-05,6.46E-05,7.37E-05,0.000109248,0.000115765,0.000131595,0.000149141,production,neuclear_renewables
Africa,Eswatini,0.004038681,0.00313875,0.003014816,0.003629637,0.003461731,0.00365708,0.003389776,0.004190938,0.00423694,0.004731223,0.004979217,0.005625468,0.004849017,0.003856751,0.003816264,0.003620276,0.004126415,0.003689208,0.003995619,0.003875264,production,neuclear_renewables
Africa,Ethiopia,0.020834304,0.023338125,0.02549072,0.028577142,0.032544239,0.03355618,0.032905795,0.034881508,0.04843582,0.061160428,0.072065554,0.082775849,0.090324812,0.097134835,0.115548064,0.120987788,0.125461496,0.126621086,0.124840667,0.128727106,production,neuclear_renewables
Africa,Gabon,0.009369333,0.00909225,0.008924256,0.008109189,0.009353617,0.0079072,0.008799622,0.00921344,0.008848692,0.008171156,0.00865956,0.008958999,0.00758898,0.008582799,0.008825792,0.008593057,0.008239029,0.00890142,0.008769473,0.008890909,production,neuclear_renewables
Africa,"Gambia, The",0,0,0,1.00E-05,9.92E-06,1.98E-05,1.97E-05,3.03E-05,3.22E-05,3.50E-05,2.95E-05,2.96E-05,2.95E-05,2.89E-05,2.86E-05,2.86E-05,2.82E-05,2.76E-05,2.72E-05,2.72E-05,production,neuclear_renewables
Africa,Ghana,0.050865,0.0390825,0.052503872,0.055864413,0.055278587,0.0365708,0.060592246,0.06660224,0.067726152,0.072879716,0.076185096,0.07794997,0.07918026,0.054134071,0.051246832,0.052173219,0.05526128,0.065207753,0.06465701,0.06395517,production,neuclear_renewables
Africa,Guinea,0.005991897,0.0040095,0.005498784,0.004889511,0.004523064,0.005268172,0.005163496,0.005054704,0.004711172,0.004021452,0.00463334,0.004598762,0.00406077,0.008405738,0.010199883,0.011360117,0.006937466,0.011674455,0.021853543,0.017730233,production,neuclear_renewables
Africa,Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,2.85E-06,9.32E-06,9.23E-06,9.21E-06,1.82E-05,1.78E-05,1.75E-05,1.75E-05,production,neuclear_renewables
Africa,Kenya,0.03855567,0.04384125,0.041977056,0.043155684,0.045369506,0.04734436,0.040667458,0.036706574,0.050071604,0.050806256,0.059177905,0.059238558,0.065292344,0.080721762,0.077812153,0.076753503,0.089068074,0.091216587,0.095263375,0.095486829,production,neuclear_renewables
Africa,Lesotho,0.003194322,0.003290625,0.002974752,0.004589541,0.005207475,0.005475736,0.005754736,0.00632448,0.006770664,0.00476084,0.004624776,0.004913615,0.00495471,0.004968798,0.004828594,0.004972017,0.004913192,0.004461405,0.004395273,0.004397203,production,neuclear_renewables
Africa,Liberia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76E-05,3.64E-05,3.56E-05,3.51E-05,3.51E-05,production,neuclear_renewables
Africa,Libya,0,0,0,0,0,0,0,0,5.85E-05,5.83E-05,6.66E-05,7.63E-05,7.61E-05,7.46E-05,7.39E-05,7.37E-05,7.28E-05,7.12E-05,7.02E-05,7.02E-05,production,neuclear_renewables
Africa,Madagascar,0.005442555,0.0061155,0.006350144,0.006409359,0.006258889,0.007037408,0.006818968,0.00716384,0.007018954,0.006816454,0.007307527,0.007894033,0.008631561,0.008928627,0.008498702,0.007596856,0.009120296,0.008311989,0.006209152,0.006522462,production,neuclear_renewables
Africa,Malawi,0.011847146,0.012167099,0.013241548,0.013758749,0.013978076,0.014216307,0.015731592,0.015375198,0.017800962,0.018315521,0.018681679,0.018807026,0.019788032,0.019501241,0.019328501,0.017642665,0.013323467,0.013526695,0.013352506,0.010741927,production,neuclear_renewables
Africa,Mali,0.002400828,0.00236925,0.002483968,0.004469553,0.004751201,0.004655364,0.005636488,0.00655872,0.011306424,0.011789686,0.01253714,0.011370487,0.01388498,0.011216814,0.014439033,0.014446168,0.01323931,0.00929682,0.009141466,0.009588889,production,neuclear_renewables
Africa,Mauritania,0.000345882,0.000415125,0.000440704,0.000489951,0.000505869,0.000533736,0.00059124,0.0010736,0.001131696,0.00126308,0.001294176,0.001994069,0.00212073,0.002984876,0.002707746,0.003125971,0.003944763,0.004051775,0.004219813,0.004376962,production,neuclear_renewables
Africa,Mauritius,0.005239095,0.005538375,0.005723142,0.005433457,0.004922502,0.005173483,0.005847364,0.006494298,0.007042553,0.005980432,0.005947336,0.00620456,0.006449263,0.007008239,0.006793974,0.005739699,0.005897116,0.00626912,0.005904229,0.006055646,production,neuclear_renewables
Africa,Morocco,0.010540245,0.016646513,0.017939658,0.011749825,0.011616141,0.011713528,0.012003157,0.028627056,0.039922528,0.02602042,0.02288598,0.039833675,0.034363567,0.0411752,0.04334424,0.043236609,0.059449666,0.067738385,0.061583275,0.07176886,production,neuclear_renewables
Africa,Mozambique,0.127966167,0.10935,0.116075424,0.131746824,0.144926509,0.157580612,0.147928248,0.164212,0.16131546,0.16235436,0.143365346,0.138055472,0.153054435,0.160132813,0.144224066,0.12935052,0.126561896,0.133909997,0.13904626,0.14203487,production,neuclear_renewables
Africa,Namibia,0.014710158,0.015157125,0.015885376,0.016408359,0.015781129,0.015428924,0.014554358,0.01362496,0.012126708,0.013592684,0.015282696,0.012231562,0.014265,0.014230113,0.012952496,0.015496266,0.01264145,0.0117546,0.016598516,0.013141954,production,neuclear_renewables
Africa,Niger,0,0,0,0,0,0,0,0,0,0,6.66E-05,7.63E-05,9.51E-05,0.000102509,0.000120016,0.000138195,0.000418784,0.00040963,0.000403558,0.000403558,production,neuclear_renewables
Africa,Nigeria,0.083062545,0.074793375,0.08052864,0.077022297,0.061626747,0.061063352,0.055941158,0.04389072,0.0617067,0.056731724,0.053660724,0.050710415,0.05076438,0.053218852,0.074977596,0.071110817,0.070471333,0.075621714,0.067986153,0.070763018,production,neuclear_renewables
Africa,Reunion,0.00824013,0.0081405,0.008723936,0.008449155,0.008510502,0.008935136,0.008957286,0.00830576,0.008868204,0.00806428,0,0,0,0,0,0,0,0,0,0,production,neuclear_renewables
Africa,Rwanda,0.000996954,0.001184625,0.000841344,0.000659934,0.000386841,0.000426989,0.000681897,0.000977952,0.001094623,0.001284455,0.001313208,0.00143115,0.00201612,0.002842295,0.002834224,0.003353532,0.003336088,0.004104056,0.005133188,0.004456684,production,neuclear_renewables
Africa,Sao Tome and Principe,6.10E-05,7.09E-05,6.01E-05,4.00E-05,7.94E-05,9.88E-05,7.88E-05,6.83E-05,4.88E-05,5.83E-05,5.71E-05,5.72E-05,5.71E-05,7.46E-05,6.46E-05,6.45E-05,6.37E-05,8.91E-05,8.77E-05,8.77E-05,production,neuclear_renewables
Africa,Senegal,0.002665326,0.00394875,0.00335536,0.003189681,0.002836834,0.002164596,0.00266058,0.0028304,0.003131676,0.003079972,0.0033306,0.003463383,0.00353772,0.003708962,0.003960528,0.004895788,0.00612153,0.00660751,0.008983552,0.009969394,production,neuclear_renewables
Africa,Seychelles,0,0,0,0,0,0,0,0,0,0,0,6.68E-05,7.61E-05,8.39E-05,8.31E-05,9.21E-05,0.000109248,0.000418535,0.000570245,0.000684119,production,neuclear_renewables
Africa,S0rra Leone,0.000162768,0.000162,0.000160256,0.000179982,3.97E-05,0.000177912,0.000177372,0.00017568,0.001199988,0.0014574,0.001103856,0.001001805,0.00116973,0.001202151,0.001209392,0.00128982,0.001638192,0.001691434,0.001666361,0.001666361,production,neuclear_renewables
Africa,Somalia,0,0,0,0,0,0,0,0,0,0,3.81E-05,3.82E-05,3.90E-05,4.85E-05,0.000110784,0.000158464,0.000156589,0.000153166,0.000264945,0.000311266,production,neuclear_renewables
Africa,South Africa,0.147145851,0.13783608,0.155679576,0.138976713,0.13253582,0.137944822,0.142803211,0.141246507,0.153689778,0.153627141,0.13989327,0.151817118,0.180590469,0.166225585,0.223932253,0.243712749,0.216934628,0.2482769,0.228531002,0.269628917,production,neuclear_renewables
Africa,South Sudan,0,0,0,0,0,0,0,0,0,0,1.90E-05,1.91E-05,1.90E-05,1.86E-05,1.85E-05,2.76E-05,9.10E-05,8.91E-05,8.77E-05,8.77E-05,production,neuclear_renewables
Africa,Sudan,0.014181162,0.012970125,0.012379776,0.013918608,0.014838824,0.01566614,0.015736838,0.03267648,0.061228656,0.063416332,0.064509835,0.081082393,0.086015817,0.079463452,0.075862877,0.086639052,0.088330923,0.088330476,0.091267274,0.088949349,production,neuclear_renewables
Africa,Tanzania,0.027395889,0.0255555,0.023367328,0.01759824,0.014104818,0.024700116,0.025847042,0.02622512,0.026936316,0.020413316,0.017861532,0.017545899,0.02581965,0.020939793,0.023200016,0.02312463,0.021882921,0.023851152,0.029312348,0.028126238,production,neuclear_renewables
Africa,Togo,0.000864705,0.001225125,0.00080128,0.000729927,0.00089271,0.000899444,0.00088686,0.00106384,0.000900479,0.00102601,0.000844069,0.000358074,0.001139298,0.000544602,0.001892191,0.001943943,0.00186723,0.00221218,0.001393679,0.001476496,production,neuclear_renewables
Africa,Tunisia,0.000946089,0.001994625,0.001963136,0.001859814,0.001279551,0.000909328,0.000679926,0.001708,0.00185364,0.00160314,0.00299754,0.004140794,0.00566796,0.005414339,0.005797696,0.005518587,0.005858424,0.007221065,0.007404587,0.008727762,production,neuclear_renewables
Africa,Uganda,0.017344965,0.018174375,0.01938096,0.01889811,0.01207695,0.014391104,0.017323332,0.01534272,0.016069595,0.016000892,0.016023612,0.024692776,0.025867866,0.026034211,0.03420456,0.035631093,0.03760125,0.037905112,0.038521953,0.038060241,production,neuclear_renewables
Africa,Zambia,0.08199438,0.083156625,0.084274624,0.088331166,0.095351347,0.094649184,0.093248402,0.09601888,0.101433952,0.111087225,0.116989704,0.126075766,0.132884219,0.120961589,0.101470417,0.115780904,0.125502418,0.111562837,0.114233794,0.142991022,production,neuclear_renewables
Africa,Zimbabwe,0.038514978,0.053713125,0.054747456,0.048655134,0.05316584,0.053294528,0.05646342,0.0532896,0.05692626,0.051304366,0.052395096,0.048852293,0.053437276,0.048243558,0.029787245,0.039124475,0.048907831,0.040075727,0.034551118,0.036331353,production,neuclear_renewables
Asia & Oceania,Afghanistan,0.005646015,0.00637875,0.00565904,0.00589941,0.006318403,0.007393232,0.005340967,0.007574736,0.007329683,0.005783935,0.007022808,0.008443785,0.00951,0.009635846,0.00978592,0.010023744,0.00878536,0.00792545,0.005991959,0.006113553,production,neuclear_renewables
Asia & Oceania,American Samoa,0,0,0,0,0,0,0,0,0,0,8.56E-06,1.91E-05,1.90E-05,1.86E-05,2.77E-05,4.61E-05,4.55E-05,4.45E-05,4.39E-05,4.39E-05,production,neuclear_renewables
Asia & Oceania,Australia,0.180184176,0.187403625,0.18549632,0.200000248,0.215494295,0.209967435,0.198232738,0.187818255,0.219845233,0.272277054,0.266034769,0.337836588,0.355808043,0.321310703,0.363992193,0.381061895,0.396371066,0.483889582,0.562944894,0.628734882,production,neuclear_renewables
Asia & Oceania,Bangladesh,0.010752861,0.01131975,0.012199488,0.012848715,0.013737815,0.007531608,0.009469694,0.00457744,0.00814227,0.0094991,0.00863262,0.010241825,0.007482002,0.007473838,0.01144768,0.011921622,0.012382715,0.009853383,0.011204595,0.01197146,production,neuclear_renewables
Asia & Oceania,Bhutan,0.022156794,0.02533275,0.023327264,0.02619738,0.044377606,0.064186696,0.067903914,0.06761728,0.07077978,0.0677691,0.06418542,0.071853271,0.0679965,0.072054508,0.07274816,0.070488663,0.06272656,0.079708655,0.078527123,0.078965773,production,neuclear_renewables
Asia & Oceania,Brunei,0,0,0,0,0,0,0,0,0,0,1.90E-05,1.91E-05,1.90E-05,9.32E-06,9.23E-06,1.84E-05,1.82E-05,1.78E-05,1.75E-05,2.14E-05,production,neuclear_renewables
Asia & Oceania,Burma,0.02248233,0.0225585,0.023878144,0.029687031,0.032673186,0.03543414,0.039731328,0.0508008,0.04933219,0.072351166,0.075014628,0.08539195,0.08535225,0.088921898,0.091452192,0.103379073,0.114582944,0.096735015,0.09948582,0.082110543,production,neuclear_renewables
Asia & Oceania,Cambodia,0.00030519,0.000432338,0.000303485,0.000589941,0.000644735,0.00064246,0.000610948,0.000442128,0.000402923,0.000644171,0.005065367,0.009772846,0.017739003,0.019060151,0.024679906,0.025891294,0.043780499,0.037884542,0.039112666,0.039068359,production,neuclear_renewables
Asia & Oceania,China,3.19508417,3.318222487,4.050337665,4.516478559,4.912087823,5.47855103,6.723803999,7.156370944,8.46440446,8.654324362,10.57171635,11.79130431,13.69174411,14.85759534,16.39343184,17.94568235,19.79909303,21.62697562,22.83327791,24.91521893,production,neuclear_renewables
Asia & Oceania,Cook Islands,1.02E-06,1.01E-06,1.00E-06,1.00E-06,9.92E-07,9.88E-07,9.85E-07,9.76E-07,9.76E-07,9.72E-07,9.52E-07,7.63E-06,1.38E-05,3.24E-05,4.32E-05,6.45E-05,0.000145664,0.000133575,0.000114049,0.00013914,production,neuclear_renewables
Asia & Oceania,Fiji,0.005667378,0.004435763,0.004718538,0.004410559,0.004494299,0.00596104,0.005952801,0.005378736,0.004715075,0.005140736,0.005604924,0.005600567,0.004607557,0.004495346,0.005068599,0.005190687,0.006009487,0.005971693,0.006049861,0.006057342,production,neuclear_renewables
Asia & Oceania,French Polynesia,0.001332663,0.00155925,0.001782848,0.001789821,0.0019838,0.002204132,0.002089048,0.00205936,0.002705339,0.002237595,0.002010731,0.001624832,0.001850209,0.001854593,0.002003381,0.001953967,0.001839399,0.001959991,0.001948483,0.001974802,production,neuclear_renewables
Asia & Oceania,Guam,0,0,0,0,0,0,0,9.76E-07,1.95E-06,1.94E-06,5.71E-06,1.91E-05,2.49E-05,0.000287771,0.000612479,0.000558603,0.00062783,0.000614107,0.000605004,0.000736174,production,neuclear_renewables
Asia & Oceania,Hong Kong,0,0,0,0,9.92E-06,9.88E-06,9.85E-06,1.95E-05,0.00055643,0.001590759,0.000624299,0.000968226,0.004553155,0.000856892,0.001468737,0.001566735,0.001490488,0.001586701,0.001386134,0.001413398,production,neuclear_renewables
Asia & Oceania,India,1.013908364,1.067807631,1.148329349,1.345988282,1.499971771,1.462981588,1.542824866,1.578838667,1.700187531,2.062231572,1.963922376,2.247589523,2.31157157,2.216356781,2.42793799,2.669066787,2.936509235,3.209179527,3.266170678,3.508487539,production,neuclear_renewables
Asia & Oceania,Indonesia,0.163612359,0.155084625,0.162780032,0.172422756,0.163177232,0.189541179,0.216369218,0.212492637,0.287213928,0.275012592,0.373106108,0.438766501,0.44621423,0.353979798,0.484105888,0.492951806,0.629174104,0.6974522,0.464232068,0.492963643,production,neuclear_renewables
Asia & Oceania,Japan,3.819802407,3.41094249,3.813253078,3.803823119,4.022905903,3.652716222,3.405988536,3.625234063,3.859475031,2.615894426,1.135276011,1.192557816,1.228184196,1.389706034,1.545096753,1.826273658,2.068209202,2.304448642,2.154439373,2.435765838,production,neuclear_renewables
